Team,Date,wins_before_date,losses_before_date,opponent_wins_before_date,opponent_losses_before_date,Opponent,Team_FG_pct,Team_2_pct,Team_3_pct,Team_FT_pct,Team_Points,Opp_FG_pct,Opp_2_pct,Opp_3_pct,Opp_FT_pct,Opp_Points
Eastern Mich.,2026-02-14,11,12,12,10,Toledo,.367,.475,.150,.500,51,.404,.440,.143,.833,62
Oakland,2026-02-14,8,17,8,18,Wright St.,.296,.303,.286,.750,44,.387,.410,.348,.400,62
Alcorn St.,2026-02-12,12,10,7,15,Florida A&M,.373,.462,.200,.824,62,.298,.292,.333,.619,50
Northern Colo.,2026-02-12,17,8,11,13,Sacramento St.,.364,.282,.563,.722,62,.400,.385,.417,.556,55
Quinnipiac,2026-02-12,20,4,11,12,Siena,.381,.413,.294,.818,62,.321,.400,.000,.667,40
Drexel,2026-02-08,14,7,14,7,Monmouth,.319,.321,.308,.706,60,.344,.395,.261,.737,62
Army,2026-02-07,17,5,8,14,Lafayette,.407,.378,.455,.667,62,.413,.367,.500,1.000,50
Bethune-Cookman,2026-02-07,4,19,2,19,Prairie View,.407,.458,.182,.667,62,.304,.407,.207,.750,52
Le Moyne,2026-02-07,6,18,2,20,SFU,.432,.577,.222,.909,62,.258,.306,.192,.929,50
Chattanooga,2026-02-05,15,5,14,8,Furman,.468,.455,.500,.786,62,.328,.372,.200,.650,54
Le Moyne,2026-02-05,5,18,10,11,Wagner,.381,.370,.400,.889,62,.327,.355,.278,.632,49
Lafayette,2026-02-04,8,13,14,6,Navy,.246,.324,.125,.722,46,.338,.415,.208,.619,62
Hampton,2026-02-01,9,11,7,12,N.C. A&T,.377,.425,.286,1.000,57,.442,.452,.400,.632,62
TCU,2026-02-01,20,2,20,3,Texas Tech,.426,.488,.278,.600,60,.323,.289,.375,.765,62
Boston U.,2026-01-31,7,13,6,14,Bucknell,.455,.636,.273,.556,51,.473,.567,.360,.333,62
Cal St Fullerton,2026-01-31,11,9,15,4,UCSB,.369,.412,.214,.846,62,.440,.600,.280,.692,60
Kennesaw St.,2026-01-31,10,9,12,6,Sam Houston,.422,.421,.429,.762,57,.288,.340,.083,.844,62
Providence,2026-01-31,10,12,16,7,St. John's (NY),.338,.420,.111,.900,57,.412,.515,.222,.842,62
Cornell,2026-01-30,7,11,12,6,Penn,.480,.485,.471,.600,62,.365,.429,.286,.667,58
Cal Poly,2026-01-29,3,16,6,13,Cal St Bakersfield,.412,.500,.091,.682,58,.322,.381,.176,.700,62
Idaho,2026-01-29,15,5,15,6,Northern Colo.,.434,.500,.294,.733,62,.317,.357,.222,.722,55
Mass.-Lowell,2026-01-29,6,14,7,13,New Hampshire,.309,.310,.308,.889,58,.354,.400,.100,.750,62
Eastern Ill.,2026-01-29,3,18,10,8,UT Martin,.375,.441,.214,.778,46,.429,.394,.500,.923,62
Davidson,2026-01-28,15,7,13,6,George Mason,.385,.520,.259,.500,51,.434,.455,.400,.533,62
Binghamton,2026-01-24,13,6,10,10,Maine,.407,.447,.313,.722,62,.449,.667,.240,.700,57
Lafayette,2026-01-24,7,11,9,8,Lehigh,.315,.300,.333,.857,48,.397,.429,.367,.833,62
Nevada,2026-01-24,7,12,13,6,UNLV,.386,.390,.375,.538,57,.429,.452,.357,.643,62
Southern Utah,2026-01-24,12,7,6,11,Utah Tech,.339,.370,.231,.792,62,.291,.286,.296,.692,49
East Tenn. St.,2026-01-22,7,11,3,15,Western Caro.,.417,.512,.176,.692,62,.383,.406,.333,.600,50
Idaho,2026-01-22,13,5,9,9,Sacramento St.,.277,.283,.263,.656,62,.323,.333,.313,.833,55
Mt. St. Mary's,2026-01-19,8,9,0,16,Niagara,.386,.450,.235,.583,62,.340,.375,.267,.481,49
Davidson,2026-01-18,13,6,10,7,La Salle,.458,.576,.200,.714,62,.385,.405,.333,.619,58
Hofstra,2026-01-18,3,13,5,10,Northeastern,.438,.538,.318,.611,60,.380,.444,.214,.875,62
Dayton,2026-01-18,9,8,9,10,Saint Louis,.361,.378,.313,.600,58,.339,.333,.353,.692,62
Jackson St.,2026-01-17,3,13,2,14,Prairie View,.362,.391,.304,.714,62,.286,.316,.222,.538,43
Cal St Northridge,2026-01-17,6,10,1,15,Long Beach State,.297,.342,.250,.727,61,.389,.419,.348,.667,62
Maryland,2026-01-15,16,2,10,6,USC,.391,.467,.250,.846,62,.284,.400,.156,.800,55
Butler,2026-01-14,7,10,9,9,Providence,.532,.548,.500,.667,62,.339,.444,.174,.615,52
Bucknell,2026-01-14,4,11,6,9,Lafayette,.270,.317,.182,.786,49,.411,.424,.391,.778,62
North Dakota,2026-01-14,4,13,12,5,South Dakota,.341,.483,.067,.667,39,.479,.500,.375,.929,62
Boise St.,2026-01-10,11,5,13,3,Colorado St.,.367,.415,.263,.813,62,.393,.444,.345,1.000,59
Albany (NY),2026-01-10,11,4,13,3,Bryant,.442,.513,.231,.667,55,.389,.432,.294,.789,62
Alabama St.,2026-01-10,5,9,2,12,Jackson St.,.375,.471,.143,.516,54,.431,.455,.389,.611,62
Marist,2026-01-10,5,10,3,12,Rider,.453,.433,.478,1.000,62,.295,.345,.250,.833,49
Howard,2026-01-10,12,6,9,10,Md.-East. Shore,.351,.400,.235,.480,56,.404,.429,.300,.895,62
Morgan St.,2026-01-10,2,16,4,13,South Carolina St.,.340,.364,.294,.714,59,.500,.645,.286,.571,62
Campbell,2026-01-09,8,7,6,8,Elon,.413,.440,.381,.727,62,.328,.340,.286,.667,52
Charleston,2026-01-09,10,3,8,5,William & Mary,.368,.435,.227,.500,62,.423,.484,.333,.818,60
McNeese,2026-01-08,10,4,7,5,Nicholls St.,.348,.340,.385,.846,62,.362,.389,.273,.700,51
George Mason,2026-01-07,8,6,10,4,La Salle,.434,.371,.556,.545,62,.353,.395,.231,.667,47
Gardner-Webb,2026-01-07,4,11,5,10,UNCA,.309,.370,.250,.833,51,.455,.526,.294,.700,62
Kansas,2026-01-07,11,4,11,4,Utah,.411,.500,.188,.714,59,.414,.500,.321,.500,62
Campbell,2026-01-04,7,7,7,4,Drexel,.457,.600,.286,.824,62,.321,.324,.316,.550,51
Stonehill,2026-01-04,4,8,5,7,Wagner,.404,.452,.313,.800,59,.472,.538,.286,.727,62
Manhattan,2026-01-03,1,11,4,9,Marist,.356,.438,.000,.789,57,.423,.450,.333,.737,62
Portland,2026-01-02,7,7,2,13,Washington St.,.410,.513,.227,.700,62,.367,.432,.167,.846,49
Milwaukee,2026-01-02,4,10,9,3,Robert Morris,.352,.400,.310,.556,52,.389,.459,.235,.762,62
Chicago St.,2026-01-02,1,12,4,7,Wagner,.400,.481,.231,.727,51,.511,.677,.143,.636,62
Cal St Fullerton,2026-01-01,6,6,10,1,UCSB,.356,.444,.105,.727,62,.500,.526,.478,.727,61
Charlotte,2025-12-31,6,7,6,7,Memphis,.348,.400,.188,.684,62,.323,.346,.231,.286,49
Davidson,2025-12-31,9,5,4,8,Loyola (IL),.442,.432,.467,.600,62,.380,.400,.300,.643,50
New Mexico,2025-12-31,9,4,4,7,Wyoming,.361,.368,.348,1.000,62,.360,.370,.348,.667,48
Air Force,2025-12-31,7,5,8,3,San Diego St.,.351,.425,.176,.727,51,.421,.500,.320,.545,62
Binghamton,2025-12-29,7,4,8,3,FDU,.375,.419,.231,.895,62,.323,.375,.227,.667,51
Bradley,2025-12-21,7,4,3,10,Northern Ky.,.381,.412,.345,.333,62,.348,.413,.200,.688,61
Houston Christian,2025-12-20,4,5,9,3,Rice,.288,.371,.118,.625,42,.355,.406,.300,.750,62
Alcorn St.,2025-12-18,3,6,9,3,Auburn,.367,.444,.273,.615,50,.448,.629,.174,.545,62
Louisiana,2025-12-17,0,9,3,6,Texas St.,.368,.378,.333,.450,55,.373,.367,.400,.609,62
Alabama,2025-12-14,10,0,2,6,Jackson St.,.442,.526,.214,.765,62,.345,.289,.538,1.000,51
Albany (NY),2025-12-13,8,2,3,6,Boston U.,.418,.444,.368,.692,62,.348,.481,.158,.786,46
Cal Poly,2025-12-13,2,6,5,4,Idaho St.,.425,.429,.417,.714,49,.423,.455,.368,.688,62
Grand Canyon,2025-12-07,1,7,6,4,Saint Mary's,.400,.414,.375,.857,54,.556,.550,.600,.692,62
Providence,2025-12-07,6,3,7,2,St. John's (NY),.392,.457,.250,.611,55,.489,.606,.214,.650,62
Gonzaga,2025-12-04,4,4,1,6,Grand Canyon,.490,.561,.125,.684,62,.361,.405,.263,.600,58
TAMUCC,2025-12-03,1,5,6,0,UTEP,.283,.355,.182,.625,44,.361,.378,.313,.619,62
Little Rock,2025-12-02,2,4,4,4,UTA,.351,.310,.467,.615,55,.423,.500,.000,.783,62
Bryant,2025-11-30,7,0,5,2,Providence,.375,.390,.333,.750,53,.371,.360,.417,.688,62
Cleveland St.,2025-11-29,6,1,5,4,Radford,.344,.410,.227,.682,62,.344,.441,.222,.846,59
Colorado St.,2025-11-29,7,0,7,1,Stanford,.453,.474,.400,.857,60,.451,.500,.308,.750,62
UNI,2025-11-28,2,3,3,3,UNLV,.400,.484,.292,.625,56,.344,.385,.280,.917,62
Abilene Christ.,2025-11-28,4,1,5,0,Northwestern,.357,.389,.300,.813,59,.417,.463,.316,.600,62
Georgia St.,2025-11-24,2,3,2,3,Stony Brook,.358,.387,.318,.630,62,.311,.378,.208,.667,61
La.-Monroe,2025-11-23,5,1,2,3,Lamar,.434,.429,.455,.688,62,.358,.429,.222,.556,47
Albany (NY),2025-11-22,3,2,5,0,St. Bonaventure,.442,.500,.333,.667,62,.396,.515,.133,.929,53
Canisius,2025-11-16,0,4,1,2,Cornell,.475,.636,.278,1.000,50,.524,.633,.250,.882,62
Baylor,2025-11-14,2,0,2,0,UNLV,.414,.463,.294,.900,62,.323,.372,.227,.636,54
Omaha,2025-11-12,1,1,1,0,Utah Tech,.258,.308,.174,.625,56,.338,.447,.185,.565,62
George Washington,2025-11-11,1,1,2,0,Howard,.412,.529,.176,.938,60,.382,.487,.125,.692,62
Saint Louis,2025-11-09,0,2,0,1,UNI,.323,.286,.400,.700,62,.328,.366,.261,.625,58
Fort Wayne,2025-11-07,0,1,1,0,Xavier,.381,.405,.346,.500,61,.414,.500,.250,.692,62
Arizona,2025-11-06,0,0,0,1,UC Riverside,.460,.514,.333,.688,62,.440,.519,.348,.700,59
Md.-East. Shore,2025-11-05,0,0,0,0,VCU,.353,.400,.250,.444,48,.360,.433,.250,.840,62
George Washington,2026-03-30,18,17,22,13,Illinois St.,.385,.405,.333,.615,53,.421,.395,.500,.462,61
Md.-East. Shore,2026-03-24,20,14,24,9,Youngstown St.,.273,.302,.167,.769,42,.436,.471,.381,.714,61
George Washington,2026-03-23,16,17,21,10,Southern Ind.,.415,.588,.292,.690,61,.373,.425,.263,.600,58
San Diego St.,2026-03-19,25,5,26,6,UC Irvine,.412,.441,.353,1.000,61,.351,.389,.286,1.000,55
Liberty,2026-03-13,18,12,25,5,Louisiana Tech,.373,.441,.235,.500,48,.425,.500,.313,.759,61
Maine,2026-03-13,19,12,26,7,Vermont,.288,.333,.188,.833,43,.462,.600,.176,.769,61
Army,2026-03-12,24,6,21,9,Holy Cross,.354,.355,.353,.625,55,.429,.364,.563,1.000,61
N.C. A&T,2026-03-12,12,17,16,13,William & Mary,.357,.412,.273,.800,58,.455,.595,.167,.667,61
Colorado St.,2026-03-08,24,7,13,18,Grand Canyon,.413,.516,.200,.870,61,.333,.412,.200,.826,59
Montana,2026-03-07,8,21,10,21,Northern Ariz.,.349,.500,.256,1.000,61,.317,.350,.250,.850,60
Rice,2026-03-07,27,3,13,15,UTSA,.297,.382,.200,.889,52,.510,.500,.556,.545,61
Hampton,2026-03-07,10,19,15,13,William & Mary,.368,.385,.355,.778,60,.390,.370,.462,.818,61
San Diego,2026-03-06,11,21,16,13,San Francisco,.317,.342,.273,.800,52,.338,.380,.200,.700,61
Denver,2026-03-06,11,18,22,8,South Dakota,.321,.406,.190,.857,50,.442,.486,.333,.833,61
FDU,2026-03-05,26,4,3,25,SFU,.349,.370,.333,.556,61,.294,.324,.214,.500,39
Loyola (IL),2026-03-05,13,16,16,14,St. Bonaventure,.490,.577,.391,.400,61,.393,.459,.263,.833,59
Fla. Atlantic,2026-03-03,12,16,11,17,Tulane,.368,.481,.267,.786,61,.347,.419,.222,.704,57
Montana,2026-03-02,8,20,21,9,Northern Colo.,.415,.520,.321,.857,59,.400,.462,.345,.636,61
Army,2026-02-28,21,6,10,17,Lafayette,.344,.436,.200,.800,61,.308,.316,.286,.857,42
Montana St.,2026-02-28,21,6,13,16,Sacramento St.,.423,.457,.353,.524,61,.375,.400,.333,.500,54
UC Riverside,2026-02-26,9,18,18,8,UCSB,.432,.464,.375,.867,57,.412,.448,.364,.733,61
George Washington,2026-02-25,14,15,15,13,St. Bonaventure,.426,.516,.304,.889,61,.304,.325,.250,.643,47
Arkansas St.,2026-02-24,22,7,23,5,Troy,.290,.333,.190,.769,54,.355,.386,.278,.600,61
Bowling Green,2026-02-21,14,12,14,10,Toledo,.397,.405,.381,.700,61,.364,.412,.286,1.000,52
East Tenn. St.,2026-02-21,14,12,3,23,Western Caro.,.449,.517,.350,.526,61,.341,.308,.389,.824,51
Saint Mary's,2026-02-21,15,13,15,11,San Francisco,.426,.457,.333,.600,60,.367,.515,.185,.545,61
Alabama St.,2026-02-19,12,12,6,20,Bethune-Cookman,.426,.364,.571,.684,61,.346,.359,.308,.741,60
Iona,2026-02-19,16,11,11,14,Siena,.358,.389,.294,.750,61,.407,.479,.091,.231,52
Army,2026-02-18,20,5,11,14,Loyola (MD),.423,.500,.300,.733,61,.400,.469,.231,.692,48
Duquesne,2026-02-18,9,16,17,8,Saint Joseph's,.310,.333,.280,.600,46,.370,.361,.389,.875,61
Charlotte,2026-02-14,11,13,8,15,Memphis,.379,.400,.273,.533,61,.313,.340,.214,.789,58
Fla. Atlantic,2026-02-14,11,13,16,8,Tulsa,.361,.386,.294,.500,61,.382,.432,.278,.471,55
New Hampshire,2026-02-14,8,16,11,12,UMBC,.370,.419,.267,.667,44,.423,.513,.154,.833,61
Cal St Bakersfield,2026-02-13,7,16,12,10,Hawaii,.309,.306,.316,.824,54,.386,.469,.167,.862,61
Morehead St.,2026-02-12,15,10,13,10,Tennessee Tech,.379,.389,.364,.545,58,.375,.393,.350,.900,61
Binghamton,2026-02-12,17,6,20,6,Vermont,.380,.400,.333,.818,52,.431,.467,.381,.750,61
Delaware,2026-02-07,11,11,11,11,Jacksonville St.,.411,.475,.250,.727,58,.365,.368,.360,.857,61
Mercer,2026-02-07,13,9,3,19,Western Caro.,.451,.563,.263,1.000,61,.304,.233,.438,.762,51
East Texas A&M,2026-02-07,10,10,11,10,NW St.,.453,.441,.474,.571,61,.328,.400,.222,.250,52
Alabama St.,2026-02-05,9,11,11,9,Southern U.,.481,.550,.250,.444,61,.347,.345,.353,.200,57
East Tenn. St.,2026-02-05,10,11,11,10,Wofford,.433,.511,.200,.750,61,.358,.333,.391,.833,57
Auburn,2026-02-05,13,10,13,11,Florida,.368,.386,.308,.875,53,.392,.425,.273,.643,61
Green Bay,2026-02-05,18,5,15,7,Robert Morris,.350,.316,.409,.769,61,.322,.324,.318,.722,58
Eastern Ky.,2026-02-04,19,4,8,13,Lipscomb,.345,.457,.174,.680,61,.380,.552,.143,.778,55
Ga. Southern,2026-02-04,16,5,10,11,Texas St.,.367,.517,.150,.759,61,.469,.500,.364,.636,57
Colorado,2026-02-04,15,7,18,5,West Virginia,.358,.386,.222,.789,55,.414,.425,.389,.545,61
Campbell,2026-02-03,14,8,17,3,Charleston,.350,.469,.214,.250,49,.379,.447,.250,.857,61
Alcorn St.,2026-02-02,10,9,6,14,Grambling,.400,.442,.294,.800,61,.319,.340,.263,.500,58
NC State,2026-02-02,15,6,17,5,UNC,.371,.429,.238,1.000,59,.426,.459,.353,.643,61
Chattanooga,2026-02-01,14,5,8,15,Samford,.431,.438,.421,.692,61,.278,.355,.174,1.000,40
Monmouth,2026-02-01,13,6,11,10,Stony Brook,.357,.472,.150,.615,51,.465,.536,.333,.640,61
Air Force,2026-01-31,8,12,10,12,Fresno St.,.393,.442,.278,.471,61,.353,.410,.167,.783,56
Brown,2026-01-31,12,6,11,8,Harvard,.375,.424,.304,.692,58,.387,.382,.393,.667,61
Grambling,2026-01-31,6,13,5,15,Jackson St.,.370,.462,.133,.565,55,.347,.364,.313,.815,61
Radford,2026-01-31,14,9,11,11,Winthrop,.386,.394,.375,.571,61,.361,.438,.077,.750,57
Fordham,2026-01-31,9,12,18,2,Rhode Island,.353,.421,.154,.750,47,.345,.342,.350,.824,61
Oregon St.,2026-01-29,15,6,8,14,San Diego,.438,.484,.353,.684,61,.288,.326,.188,.429,43
Cleveland St.,2026-01-25,15,6,13,7,Youngstown St.,.292,.323,.235,.500,38,.381,.417,.333,1.000,61
Alcorn St.,2026-01-24,8,9,5,12,Florida A&M,.407,.444,.333,.733,61,.321,.282,.412,.385,48
Chattanooga,2026-01-24,12,5,3,16,Western Caro.,.415,.500,.320,.600,61,.340,.387,.273,.769,52
New Haven,2026-01-24,5,13,2,16,SFU,.451,.485,.389,.800,61,.314,.333,.290,.500,60
Eastern Wash.,2026-01-24,10,9,9,10,Sacramento St.,.404,.486,.200,.600,54,.389,.405,.353,.929,61
Cal Poly,2026-01-22,3,14,13,3,UCSB,.298,.265,.348,.818,51,.412,.722,.242,.611,61
Delaware,2026-01-22,7,10,10,8,Middle Tenn.,.386,.361,.429,.800,61,.298,.419,.154,.769,48
Marshall,2026-01-22,15,5,11,7,Southern Miss.,.382,.400,.360,.455,61,.345,.406,.261,.571,52
TAMUCC,2026-01-22,3,13,9,9,UTRGV,.358,.361,.353,.625,49,.339,.356,.294,.737,61
Chicago St.,2026-01-17,2,16,5,13,Le Moyne,.344,.415,.217,.857,61,.311,.366,.200,.813,55
IU Indy,2026-01-17,6,11,13,5,Youngstown St.,.404,.406,.400,1.000,61,.409,.440,.368,.500,52
Delaware St.,2026-01-17,3,15,2,17,Morgan St.,.480,.487,.455,.667,59,.389,.415,.308,.882,61
UNCG,2026-01-17,12,6,8,9,Wofford,.396,.500,.261,.786,59,.410,.455,.294,.750,61
Campbell,2026-01-16,10,7,5,9,Northeastern,.434,.500,.294,.588,61,.375,.400,.308,.733,51
Hofstra,2026-01-16,3,12,8,9,Stony Brook,.317,.353,.167,.333,44,.511,.529,.462,.583,61
Louisiana Tech,2026-01-15,9,5,9,7,Middle Tenn.,.444,.500,.350,.600,61,.400,.440,.350,.455,48
Army,2026-01-14,12,3,9,6,Holy Cross,.357,.391,.200,.864,61,.327,.387,.238,.778,46
Baylor,2026-01-14,15,3,13,4,Utah,.387,.405,.360,.571,61,.262,.361,.120,.714,45
Bowling Green,2026-01-14,9,6,5,9,Western Mich.,.408,.440,.375,.600,61,.347,.393,.286,.933,54
Cal,2026-01-11,9,8,12,5,Wake Forest,.400,.429,.364,.565,61,.386,.429,.267,.667,52
Duquesne,2026-01-11,7,8,5,11,VCU,.333,.391,.290,.643,54,.340,.306,.412,.818,61
Chattanooga,2026-01-10,9,5,9,7,Furman,.460,.529,.313,.833,61,.276,.289,.250,.412,44
Cornell,2026-01-10,5,8,9,5,Dartmouth,.418,.455,.364,.875,61,.389,.500,.167,.700,52
East Tenn. St.,2026-01-10,7,9,6,9,Wofford,.344,.375,.286,.750,57,.333,.359,.286,.938,61
Chattanooga,2026-01-08,8,5,6,8,Wofford,.348,.400,.269,1.000,61,.340,.371,.267,1.000,42
La.-Monroe,2026-01-08,7,7,1,13,Louisiana,.323,.348,.250,.654,61,.316,.306,.375,.632,51
Northern Ky.,2026-01-08,6,11,11,4,Youngstown St.,.393,.500,.190,.692,61,.271,.419,.107,.737,49
Rider,2026-01-08,2,12,6,7,Siena,.348,.409,.227,.526,61,.309,.350,.250,.667,59
Bethune-Cookman,2026-01-08,3,11,6,7,Southern U.,.405,.419,.364,.750,50,.400,.404,.385,.571,61
NW St.,2026-01-08,7,6,6,8,UTRGV,.321,.314,.333,.857,55,.377,.457,.222,.810,61
Ga Tech,2026-01-08,7,9,12,3,Virginia,.279,.326,.167,.846,59,.383,.383,.385,.500,61
Monmouth,2026-01-04,8,4,5,7,N.C. A&T,.420,.429,.400,.619,61,.364,.444,.235,.704,55
Idaho St.,2026-01-01,7,4,6,7,Sacramento St.,.463,.476,.417,.750,61,.286,.375,.167,.588,46
La.-Monroe,2026-01-01,6,6,7,5,South Ala.,.393,.438,.231,.833,61,.262,.276,.250,.571,44
Grambling,2026-01-01,3,10,4,8,Texas Southern,.357,.421,.222,.636,58,.292,.348,.158,.769,61
Colorado St.,2025-12-31,11,2,2,10,Grand Canyon,.377,.400,.313,.833,61,.288,.406,.100,.938,47
Omaha,2025-12-31,2,13,3,10,UMKC,.385,.407,.360,.667,59,.431,.537,.176,.571,61
Oakland,2025-12-29,3,9,9,2,Robert Morris,.381,.485,.267,.500,61,.373,.412,.320,.857,58
Dartmouth,2025-12-28,8,3,10,4,Vermont,.404,.514,.176,.875,59,.418,.472,.316,.750,61
Rider,2025-12-21,2,8,3,7,Sacred Heart,.533,.625,.308,.583,59,.367,.370,.357,.706,61
Sacramento St.,2025-12-21,6,6,1,10,San Jose St.,.389,.467,.292,.500,56,.426,.444,.389,.667,61
Cal,2025-12-21,8,4,8,3,USC,.360,.436,.091,.667,57,.348,.340,.368,.667,61
Baylor,2025-12-21,11,2,13,0,Texas Tech,.368,.417,.286,.667,60,.386,.514,.182,.765,61
Air Force,2025-12-20,6,5,4,7,Nevada,.407,.366,.500,.500,61,.260,.323,.158,.800,45
Canisius,2025-12-19,2,7,1,8,Saint Peter's,.340,.375,.278,.769,49,.362,.395,.300,.650,61
Colorado St.,2025-12-17,9,2,4,6,Nevada,.414,.436,.368,.857,61,.413,.412,.417,.455,48
Grand Canyon,2025-12-17,1,9,5,5,UNLV,.403,.514,.240,1.000,60,.500,.548,.300,.667,61
N.C. Central,2025-12-17,1,9,5,4,Queens (NC),.362,.362,.364,.583,61,.264,.267,.261,.810,51
Sacramento St.,2025-12-17,6,5,6,4,San Francisco,.365,.378,.333,.800,55,.362,.388,.300,.833,61
UC Riverside,2025-12-17,2,7,8,3,Utah,.351,.406,.280,.714,52,.462,.625,.200,.429,61
Hawaii,2025-12-12,4,5,0,0,Hawaii Hilo,.481,.526,.357,.667,61,.254,.167,.391,.667,47
Dartmouth,2025-12-11,5,2,8,3,NJIT,.358,.326,.429,.667,61,.441,.488,.333,.500,60
Ill.-Chicago,2025-12-07,4,5,0,8,Valparaiso,.381,.467,.167,.714,61,.298,.333,.238,.385,44
Kansas St.,2025-12-07,5,5,8,0,Ole Miss,.383,.375,.400,.905,61,.319,.436,.167,.688,60
Louisiana,2025-12-07,0,8,3,5,Morehead St.,.327,.368,.235,.875,54,.408,.536,.238,.762,61
NC State,2025-12-07,5,4,5,1,Seton Hall,.359,.436,.240,.692,61,.323,.400,.200,.667,53
Providence,2025-12-04,6,2,4,3,Xavier,.317,.395,.150,1.000,47,.442,.457,.412,.727,61
Harvard,2025-12-03,4,5,3,4,Holy Cross,.344,.441,.222,.867,61,.405,.556,.133,.833,46
Oakland,2025-12-03,3,4,4,5,Wright St.,.367,.368,.364,.714,57,.383,.372,.412,.727,61
Bryant,2025-12-03,7,1,1,7,Yale,.273,.267,.286,.600,48,.490,.489,.500,.846,61
Fresno St.,2025-11-29,4,3,0,6,Louisiana,.453,.487,.357,1.000,61,.333,.378,.182,.700,48
Brown,2025-11-28,4,2,3,3,Bucknell,.379,.413,.300,.714,61,.328,.405,.190,.800,50
Bethune-Cookman,2025-11-28,1,4,1,4,North Florida,.361,.347,.417,.571,57,.426,.571,.269,.727,61
DePaul,2025-11-26,2,4,1,5,Loyola (IL),.351,.381,.267,.625,49,.458,.513,.222,.625,61
UTA,2025-11-25,3,4,3,3,VCU,.489,.556,.273,.800,61,.246,.289,.174,.556,39
Texas A&M,2025-11-24,4,0,2,4,UTA,.317,.425,.100,.625,60,.390,.404,.333,.647,61
Bucknell,2025-11-22,1,3,1,2,Hofstra,.392,.478,.321,.632,61,.391,.444,.200,.607,55
Boston College,2025-11-22,3,3,4,0,Massachusetts,.322,.350,.263,.900,52,.324,.366,.259,.667,61
DePaul,2025-11-22,2,3,4,1,Northern Colo.,.386,.395,.357,.524,60,.480,.606,.235,.643,61
Canisius,2025-11-21,0,5,2,2,Dayton,.389,.459,.235,.667,52,.404,.476,.200,.706,61
Notre Dame,2025-11-21,3,1,3,1,USC,.417,.513,.238,.600,61,.460,.500,.400,.714,59
Syracuse,2025-11-21,4,0,3,1,Utah,.324,.327,.316,.643,61,.365,.467,.227,.750,49
East Tenn. St.,2025-11-20,1,3,3,1,Tennessee Tech,.315,.389,.167,.750,52,.380,.447,.167,.840,61
Lamar,2025-11-19,1,3,0,1,St. Mary's (TX),.357,.385,.294,.667,61,.308,.409,.176,.429,30
Fresno St.,2025-11-19,3,1,3,0,Washington,.346,.356,.286,.500,43,.393,.410,.353,.688,61
Kennesaw St.,2025-11-15,2,1,3,0,Tennessee Tech,.453,.489,.167,.444,61,.304,.325,.250,.880,60
George Mason,2025-11-14,2,1,1,1,Georgetown,.356,.418,.167,.600,61,.383,.457,.143,.667,54
UMBC,2025-11-13,1,1,2,0,Virginia,.362,.242,.643,.692,61,.322,.422,.000,.667,56
Idaho St.,2025-11-12,2,0,1,1,UC Irvine,.388,.392,.375,.500,61,.386,.370,.412,1.000,49
Boston U.,2025-11-11,0,2,1,1,Northeastern,.408,.394,.438,.778,61,.367,.342,.409,1.000,57
Gardner-Webb,2025-11-10,0,2,1,1,Mercer,.415,.459,.313,.389,56,.480,.529,.375,.875,61
Harvard,2025-11-07,0,0,1,0,St. John's (NY),.323,.370,.188,.818,61,.467,.516,.357,.529,56
Campbell,2025-11-06,0,1,0,1,Charlotte,.333,.464,.207,.750,50,.310,.319,.292,.714,61
Hawaii,2026-03-14,22,10,23,8,UC San Diego,.375,.438,.250,1.000,48,.362,.415,.188,.875,60
Md.-East. Shore,2026-03-13,19,13,17,13,Norfolk St.,.407,.422,.333,.500,51,.340,.313,.389,.826,60
Tarleton St.,2026-03-12,13,16,16,13,Utah Valley,.431,.459,.357,.733,60,.368,.415,.250,.647,57
Idaho,2026-03-11,28,5,25,6,Montana St.,.442,.500,.333,.533,60,.350,.353,.346,.750,57
Binghamton,2026-03-09,19,11,18,12,Maine,.440,.429,.467,.833,56,.357,.444,.200,.800,60
Cleveland St.,2026-03-09,24,8,23,8,Youngstown St.,.396,.459,.250,.900,55,.350,.375,.321,.643,60
Oregon St.,2026-03-08,21,10,18,13,Portland,.344,.373,.200,.667,60,.345,.351,.333,.500,50
Air Force,2026-03-07,13,17,10,19,Wyoming,.397,.460,.154,.615,60,.452,.593,.200,.857,53
George Mason,2026-03-07,22,8,26,6,Richmond,.371,.360,.417,.818,60,.333,.424,.208,.400,45
Clemson,2026-03-06,21,10,21,8,Duke,.353,.419,.250,.714,46,.387,.422,.294,.700,60
Minnesota,2026-03-06,22,7,25,6,Ohio St.,.426,.528,.222,.625,55,.406,.526,.231,.400,60
Central Conn St,2026-03-05,1,27,7,21,New Haven,.375,.417,.250,.727,60,.286,.324,.227,.722,50
Morehead St.,2026-03-05,18,13,13,17,SE Missouri St,.367,.447,.227,.600,55,.404,.400,.412,.789,60
Duquesne,2026-03-04,11,18,8,22,VCU,.322,.353,.280,.682,60,.305,.370,.250,.615,52
Presbyterian,2026-03-04,3,26,11,19,USC Upstate,.348,.393,.278,.524,48,.489,.583,.111,.714,60
North Texas,2026-03-03,17,12,7,22,Wichita St.,.320,.343,.267,.655,55,.392,.444,.267,.800,60
Kentucky,2026-03-01,21,8,28,2,South Carolina,.381,.380,.385,.375,56,.426,.488,.278,.429,60
